correct,misspelled
universally,universaly
unnecessarily,unessasarily
beginning,begining
and,anf
comments,coments
the,hte thi thw
declarations,declaratrions
supervision,supervison
questionnaire,questionare
develop,develope
unavailable,unavailble
appointments,apointments
variable,vaiable varible
repetitive,repetative
equalled,equaled
bonus,bonas
demands,diemands
scrutinized,scrutiniesed
recently,reciently
clerk,cleark clerck
adequate,adiquate
feeling,fealing
familiar,familer
accepted,acepted
assessing,accesing
separation,seperation
inquiries,equiries
receiving,recieving reciving
procedure,proceduer
conceived,concieved
generated,generataed
flexible,flexable
analysis,analisis analiss analsis
particularly,particulary
routine,rouint
nature,natior
gaining,ganing
geneva,geniva
interesting,intresting
surroundings,seroundings suroundings
opportunity,opperttunity oppertunity oppotunity
functionally,functionaly
together,togehter
approach,aproach
scheme,scheem
occurred,occureed
profession,preffeson
recommend,recomend
examine,examin
there,thear
readjusted,reajusted
build,biuld
organization,oragnisation oranisation
university,unversity
utilized,utalised
obtaining,optaning
commercial,comersial
embellishing,embelishing
description,desacription descvription desription
edition,ediion ediition
forbidden,forbiden
applicable,aplicable
committee,committe
search,serch
necessity,nessesity
simular,similar
luckily,luckeley
econometric,economtric
again,agiin
patterns,pattarns
analysing,aalysing
variety,variatry
widely,widly
arrangements,araingements
challenge,chalange
fourth,forth
accounts,acounts
politics,polatics
decision,descision descisions
sense,sence
beneficial,benficial benificial
arguing,aurguing
continually,contually
acquaintances,aquantences
extremely,extreemly
excessively,exessively
composed,compossed
seen,seeen
nationally,nationaly
source,sorce
months,monthes
progresses,progressess
were,wer where
brief,brif
matrix,matriiix
visitor,vistor
adequately,adequattly
security,seurity
successive,sucessive sucsesive
consisting,consisiting
per,pere
commit,comit
except,excxept
conversely,conversly
decisions,deciscions descisions
union,unioun
when,whn
shown,hown
will,wil
suited,suted
necessary,necasery neccassary nessasary nessisary
essential,esential
government,goverment
unnecessary,unessessay
disaggregate,disaggreaget disaggreagte
auguments,aurgument
choices,choises
conference,conferance
proceeding,proceding
profits,proffits
apparent,apparant
ideally,idealy
ability,ablity
responsibilities,responsiblities
are,arte
many,mony
surveying,servaying
provide,provid
within,withing
session,sesion
false,faulse
annual,anual
summarys,sumarys
reference,refereence refference
employment,empolyment
set,et
particular,paerticulaur
surrounding,serounding
choose,chose
journalism,journaism
annoying,anoying
expense,expence
receive,recieve
however,howeverr
supplementary,suplementary
virtually,vertually
forecast,forcast
hierarchy,heiarky
combine,comibine
requested,rquested
desperately,despratly
appreciated,apreciated
safeguard,safegaurd
shortened,shortend
confirmation,confermation
advantageous,advantageos
these,thees thess
before,befor
progression,progresion
component,componant
numbers,numbuers
adjournment,adjurnment
according,acording
opinion,oppinion
advise,advice
career,carear
resolved,resoved
accessibility,accessability
negligible,negligable
students,studens
favourable,faverable
techniques,tecniques
atmosphere,atmospher
exactly,exsactly
especially,especaily
proportions,proprtions
geographically,goegraphicaly
encompassing,encompasing
stopped,stoped
relevant,relavent relevaant
they,thay
applied,upplied
eliminated,elimiated
containing,containg
conditioning,conditining
successful,succesful sucssuful
queries,quies
aggravating,agravating
erroneous,errounous
weapons,wepons
corporate,corparate
inconceivable,inconcievable
organized,oranised
sensible,sensable
studying,studing
examination,eximination
analyse,analiss
lonely,lonley
interest,intrest
committees,comittees commitees
explaining,explaning
humour,humor
thoughts,thorts
timing,timeing
difficulty,dificulty
careers,carrers currers
register,rgister
night,nite
appointment,appoitment
surveys,servays
apologies,appologies
approximately,aproximatly
through,throut
prior,piror
executed,executted
anomalies,anomolies
relatively,relativly relitivly
announcement,anouncement
accompanying,acompaning
projects,projeccts
analysed,analised
therefore,therefoe
parameters,perametres
whereas,wheras
their,ther
discretion,discresion
handle,handel
disappointing,dissapoiting
expansion,expanion
personnel,personel
senior,sienior
apologised,appologised
separate,seporate
mean,meen
guidelines,guidlines
busy,buisy
easily,easyly
collate,colate
system,sysem
speaking,speeking
interrogating,interogationg
drastically,drasticaly
difficult,dificult
inefficient,ineffiect
operator,opertor
output,oputput
base,basse
regained,regined
controlled,controled
refered,reffered
irrelevant,irrelavent
although,athough
years,yesars
means,meens
technique,tecnique
neither,niether
required,reequired
correspondence,correspondance
interpretation,interpritation
segment,segemnt
throughout,throuout
qualities,quaties
financially,financialy
intelligence,inteligence
receives,recieves recives
criticism,citisum
would,whould
investigated,investegated
recommending,recomending
earliest,earlyest
immediate,imediate
contented,contende contended contenpted contentid
beginning,begining
problem,problam proble promblem proplen
driven,dirven
ecstasy,ecstacy exstacy
juice,guic juce jucie juise juse
locally,localy
compare,compair
pronunciation,pronounciation
transportability,transportibility
minuscule,miniscule
independent,independant
arranged,aranged arrainged
poetry,poartry poertry poetre poety powetry
level,leval
basically,basicaly
triangular,triangulaur
unexpected,unexpcted unexpeted unexspected
standardizing,stanerdizing
variable,varable
further,futher
monitoring,monitering
biscuits,biscits biscutes biscuts bisquits buiscits buiscuts
available,avaible
separate,seperate
necessary,necassary necassery neccasary neccesary necesary
definition,defenition
receipt,receit receite reciet recipt
remind,remine remined
initials,inetials inistals initails initals intials
magnificent,magificent magnifcent magnifecent magnificant magnificnet magnifiscant magnifisent
aunt,annt anut arnt
initial,intial
there,ther
experiences,experances
built,biult
totally,totaly
understand,undersand undistand
southern,southen
definitely,definately difinately
visited,fisited viseted vistid vistied
voluntary,volantry
meant,ment
receive,recieve
sources,sorces
whether,wether
useful,usefull
literature,litriture
valuable,valubale valuble
desiccate,desicate dessicate dessiccate
clerical,clearical
splendid,spledid splended splened
between,beetween
completely,completly
account,acount
cemetery,cemetary semetary
special,speaical specail specal speical
latest,lates latets latiest latist
perhaps,perhapse
remember,rember remeber rememmer rermember
chapter,chaper chaphter chaptur
cake,cak
various,vairious
february,febuary
pretend,pertend pritend protend prtend
choosing,chosing
wrote,rote wote
particular,particulaur
awful,afful awfall
arrangement,arragment
challenges,chalenges
laugh,lagh lauf laught lugh
often,ofen offen offten ofton
someone,somone
personnel,personnell
unique,uneque
diagrammatically,diagrammaticaally
description,discription
poems,poims pomes
purple,perple perpul poarple
decide,descide
articles,articals
position,possition
extended,extented
hierarchal,hierachial
really,realy relley relly
voting,voteing
committee,comittee
wanted,wantid wonted
benefits,benifits
definitions,defenitions
scissors,scisors sissors
levels,levals
parallel,paralel paralell parralell parrallel parrallell
accommodation,accomodation acommodation acomodation
planned,planed
hierarchy,hierchy
transferred,transfred
minutes,muinets
arrangeing,aranging
accessing,accesing
stomach,stomac stomache stomec stumache
unfortunately,unfortunatly
considerable,conciderable
access,acess
singular,singulaur
scarcely,scarcly scarecly scarely scarsely
questionnaire,questionaire
experience,experance experiance
possible,possable
refreshment,reafreshment refreshmant refresment refressmunt
embarrass,embaras embarass
visitors,vistors
auxiliary,auxillary
decided,descided
benefit,benifit
consider,concider
fails,failes
career,carrer
occurrence,occurence
certain,cirtain
poem,poame
lieu,liew
establishing,astablishing establising
different,diffrent
loans,lones
extremely,extreamly
addressable,addresable
gallery,galery gallary gallerry gallrey
centrally,centraly
families,familes
bicycle,bicycal bycicle bycycle
choice,choise
opposite,opisite oppasite oppesite oppisit oppisite opposit oppossite oppossitte
curtains,cartains certans courtens cuaritains curtans curtians curtions
address,adres adress
liaison,liaision liason
management,managment
inconvenient,inconvienient inconvient inconvinient
variant,vairiant
supersede,supercede superceed
contented,contende contended contenpted contentid
beginning,begining
problem,problam proble promblem proplen
driven,dirven
ecstasy,ecstacy exstacy
juice,guic juce jucie juise juse
locally,localy
compare,compair
pronunciation,pronounciation
transportability,transportibility
minuscule,miniscule
independent,independant
arranged,aranged arrainged
poetry,poartry poertry poetre poety powetry
level,leval
basically,basicaly
triangular,triangulaur
unexpected,unexpcted unexpeted unexspected
standardizing,stanerdizing
variable,varable
further,futher
monitoring,monitering
biscuits,biscits biscutes biscuts bisquits buiscits buiscuts
available,avaible
separate,seperate
necessary,necassary necassery neccasary neccesary necesary
definition,defenition
receipt,receit receite reciet recipt
remind,remine remined
initials,inetials inistals initails initals intials
magnificent,magificent magnifcent magnifecent magnificant magnificnet magnifiscant magnifisent
aunt,annt anut arnt
initial,intial
there,ther
experiences,experances
built,biult
totally,totaly
understand,undersand undistand
southern,southen
definitely,definately difinately
visited,fisited viseted vistid vistied
voluntary,volantry
meant,ment
receive,recieve
sources,sorces
whether,wether
useful,usefull
literature,litriture
valuable,valubale valuble
desiccate,desicate dessicate dessiccate
clerical,clearical
splendid,spledid splended splened
between,beetween
completely,completly
account,acount
cemetery,cemetary semetary
special,speaical specail specal speical
latest,lates latets latiest latist
perhaps,perhapse
remember,rember remeber rememmer rermember
chapter,chaper chaphter chaptur
cake,cak
various,vairious
february,febuary
pretend,pertend pritend protend prtend
choosing,chosing
wrote,rote wote
particular,particulaur
awful,afful awfall
arrangement,arragment
challenges,chalenges
laugh,lagh lauf laught lugh
often,ofen offen offten ofton
someone,somone
personnel,personnell
unique,uneque
diagrammatically,diagrammaticaally
description,discription
poems,poims pomes
purple,perple perpul poarple
decide,descide
articles,articals
position,possition
extended,extented
hierarchal,hierachial
really,realy relley relly
voting,voteing
committee,comittee
wanted,wantid wonted
benefits,benifits
definitions,defenitions
scissors,scisors sissors
levels,levals
parallel,paralel paralell parralell parrallel parrallell
accommodation,accomodation acommodation acomodation
planned,planed
hierarchy,hierchy
transferred,transfred
minutes,muinets
arrangeing,aranging
accessing,accesing
stomach,stomac stomache stomec stumache
unfortunately,unfortunatly
considerable,conciderable
access,acess
singular,singulaur
scarcely,scarcly scarecly scarely scarsely
questionnaire,questionaire
experience,experance experiance
possible,possable
refreshment,reafreshment refreshmant refresment refressmunt
embarrass,embaras embarass
visitors,vistors
auxiliary,auxillary
decided,descided
benefit,benifit
consider,concider
fails,failes
career,carrer
occurrence,occurence
certain,cirtain
poem,poame
lieu,liew
establishing,astablishing establising
different,diffrent
loans,lones
extremely,extreamly
addressable,addresable
gallery,galery gallary gallerry gallrey
centrally,centraly
families,familes
bicycle,bicycal bycicle bycycle
choice,choise
opposite,opisite oppasite oppesite oppisit oppisite opposit oppossite oppossitte
curtains,cartains certans courtens cuaritains curtans curtians curtions
address,adres adress
liaison,liaision liason
management,managment
inconvenient,inconvienient inconvient inconvinient
variant,vairiant
supersede,supercede superceed
ability,abilitey
about,abouy
absorption,absorbtion
accidentally,accidently
accommodate,accomodate acommadate
accord,acord
acquaintance,aquantance
acquire,equire
adultery,adultry
aggressive,aggresive
alcohol,alchohol
alcoholic,alchoholic
alive,allieve
amateur,amature
ambivalent,ambivilant
amorphous,amourfous
amplification,amification
anatomy,anonomy anotomy
announce,annuncio
announcement,annonsment
anoint,annoint
anonymous,anynomous
appreciate,appresteate
appreciated,appreceiated
archetype,archeype
architecture,aratictature aricticure
arctic,artic
asterisk,asterick
asymmetric,asymetric
asymptote,asentote
at,ast
attentively,atentively
automatically,autoamlly
bankrupt,bankrot
basically,basicly
battalion,batallion
beginning,beggining beging bigginging
behavior,behaviour
behaviour,behavior
believe,beleive belive
benefits,benidifs
better,metter
bleat,blait
boycott,boygot
broccoli,brocolli
browse,bbrose
buoyant,bouyant
bureau,beauro
bureaucracy,beaurocracy buracracy burracracy
bush,buch
butter,buder budr budter
button,buton
caller,cauler
came,gamne
caveats,cravets
cemetery,cemetary
changing,changeing
cheat,cheet
circle,cicle circue
circumstances,circumstaces
club,clob
cockamamie,cocamena
colleague,colleaque
colloquialism,colloquilism
colon,coaln
column,columne
combo,cumba
commercials,commerciasl
commitment,comitmment comittmen comittmend
committed,commited
committee,comitte commitee
companies,companys
compiler,comiler
complicated,compicated
computer,comupter
congratulations,congradulations
consensus,concensus
consistent,consident
consonant,consident
constant,contast contastant
continue,contunie
contribution,conibation
coolly,cooly
coping,copping
cosmopolitan,cosmoplyton
court,courst
crazy,crasy
credibility,credetability
critique,criqitue ctitique
croak,croke
crucified,crusifed
crucifixion,crucifiction
customization,custamisation
daily,daly
dangerous,danguages
dangle,dongle
decision,disition
defence,defense
defense,defence
defiantly,defenly
definite,definate
definitely,definately
deities,dieties
dependable,dependeble
description,descrption descrptn
desiccate,dessicate
despair,dispair
desperate,desparate
destroy,distroy
development,developement develpond
developments,develepment
dictionary,ductioneery
dinosaur,dinasaur dinasour
directly,direcyly
disagree,diagree
discuss,discuess
discussion,disssicion
dissect,disect
dissipate,disippate
distant,destint
distort,distart
distract,distarct
divulge,devulge
documentation,documtations
dog,dag doog
download,doenload
draft,deaft
dramatically,dramaticly
drunkenness,drunkeness
due,dur
during,duren
dynamic,dymatic dynaic
ecstasy,ecstacy
efficacy,efficity
efficient,efficat
efforts,effots
elegant,elagent elligit
embarrass,embarass embaress
embarrassment,embarassment
embed,imbed
encapsulation,encapsualtion
encyclopedia,encyclapidia encyclopia
engine,engins
enhance,enhence
enlightenment,enligtment
ennui,ennuui
enough,enought
environment,enviroment
environmental,envireminakl invermeantial
epitome,epitomy
error,errara erro
espresso,expresso
etiology,eitiology
evaluation,evaualtion
eventually,evtually
everything,evething
exceed,excede
except,excpt
execution,excution
exercise,excercise
exhilaration,exhileration
existence,egsistence existance
expedient,exspidient
explicitly,expleyly explity
extensions,extions
factorization,factontion
failure,failer
fantasia,phantasia
fantasy,famdasy
favor,faver
favour,faver
fax,faxe
festival,fistival
fiery,firey
flattering,flatterring
flux,fluk flukse
foresee,forsee
frustrating,frustartaion
function,fuction
generally,generly
gotten,gotton
government,goberment gobernement gobernment
graceful,gracefull
gradually,gradualy
grammar,grammer
guard,gaurd
guts,futs
happily,hapily
harass,harrass
have,havne
height,heighth
hello,hallo helo herlo
help,heellp hellp hlp
higher,higer
hippopotamus,hippopotamous
horse,hourse
housing,houssing
however,howaver howver
humanity,humaniti
hyphen,hifin hifine hiphine hyfin
hypothesis,hypotathes hypotathese
hysterical,hystrical
illegitimate,illegitament
immanent,immenant
immediately,imediaetly
implements,implemtes
inadvertent,inadvertant
incomplete,incompleet incomplot
inconvenience,inconvience
inconvenient,inconvenant
indent,ident
independent,independant independenent indepnends
indispensable,indispensible
inefficient,inefficite
infamy,imfamy
influential,influencial
initial,inital
initialized,initinized initized
inoculate,innoculate
insidious,incedious
insistent,insistant insistenet
installation,instulation
intelligent,intealignt intejilent intelegent intelegnent intelejent inteligent intelignt intellagant intellegent intellegint intellgnt
interested,intertes intertesd
interface,inerface
international,internation
interpret,interpretate
interpreter,interpretter
inventions,enventions
irresistible,irresistable
irritable,irritible
isotope,isotrop
iterate,interate
john,johhn
judgement,judgment
judgment,judgement
kilometer,lilometer
kilometre,lilometer
kipper,kippur
knowing,knawing
laser,luser
latest,latext
layer,lloyer
leave,leasve
leisure,lesure
lesion,liasion
liaison,liason
library,libary
likely,likly
liquefy,liquify
losing,lossing
madness,maddness
maintenance,maintanence
majority,majaerly majoraly
marshal,marshall
masks,maks
maximum,maxium
media,midia
memento,momento
memory,meory
metaphysical,pataphysical
mike,mic
millennium,millenium
minimum,minum
minuscule,miniscule
miscellaneous,misilous
mischievous,mischievious
monkey,minkay monkay
more,mroe
mosaic,mosaik
mouser,mousr
moving,oving
naive,nieve
necessary,neccessary necesary necesser
neighbor,neighbour
neighbour,neighbor
nickelodeon,nickleodeon
niece,neice
noticeably,noticably
nuzzled,nozled
obfuscate,obsfuscate
objects,objectsion
occasion,ocassion
occasionally,accosinly occusionaly
occupied,occuppied
occurrence,occurence
octogenarian,octagenarian
old,olf
opossum,opposim
organize,organise organiz
orient,orientate
oscilloscope,oscilascope
parameter,parametic
parameters,paramers paranets
particular,partrucal
pattern,patten
peremptory,preemptory
permissible,permissable
permission,permition
permissive,permmasivie
phenomenal,phenominal
phone,fone
phonetic,funetik
picturesque,picaresque
playwright,playwrite
police,pollice
politic,politict
politician,polation
polygamy,poligamy
polypropylene,polypropalene
portray,protray
possible,possable
practical,practicle
pragmatism,pragmaticism
preceding,preceeding
precision,precion precios
prefixed,prefixt
prefixes,prefices
prerogative,perogative
privilege,privielage priviledge
problematic,proplematic
procedures,proceedures
pronunciation,pronensiation pronisation pronounciation
properly,properally
psychologist,pscolgst psicolagest psycolagest sicolagest
pursue,persue presue
pursued,presued
quiz,quoz
raccoon,reccona
radius,radious
rampantly,ramplily
rank,wrank
receive,recieve
recognize,reconise
recommend,reccomend
rectangle,rectangeles
recurring,reoccurring
redesign,redign
regardless,irregardless
repetition,repitition
replacement,replasments
resemblance,reseblence
respect,respct
respectfully,respecally
responsible,reposable
room,roon
roughly,rought
rudimentary,rudemtry
running,runnung
sacrilegious,sacreligious
safely,saftly
salute,salut
satisfy,satifly
scrabble,scrabdle
section,secion
segments,segements
seize,sieze
sense,sence
separate,seperate
several,seferal
sherbet,sherbert
signal,singal
simplicity,cimplicity simpfilty
simply,simplye
site,sitte
situation,situration
smile,smil
sneaked,snuck
sometimes,sometmes
sonic,soonec
specifically,specificialy
spell,spel
spoke,spoak
sponsored,sponsered
steering,stering
stomach,stumach
straitjacket,straightjacket
student,stutent
subpoena,subpena
subscribed,subjecribed
substitutions,subisitions substations
sugar,suger
superfluous,superfulous
supersede,supercede
sylph,slyph
synchronization,syncorization
tattoos,tattos
team,tem
technically,techniquely
test,tesst ttest
tests,tets
that,taht
the,teh thw
themselves,theirselves
theoretical,teridical theridically
theoretically,thredically
this,ths
throughout,thruout
titillate,titalate
tomorrow,tommorrow tomorow
tough,taff
tragedy,tradegy
trouble,trubbel
turned,tured
two,teo
tyranny,tyrrany
unconscious,unconscience
unconstitutional,unconisitional
unfortunately,unformanlly unfortally unfortunently
unintelligible,unentelegible
unnatural,unatourral unaturral unnaturral
uranium,uranisium
utmost,upmost
version,verison
vinaigrette,vinagarette
volley,volye
voluntarism,volunteerism
voluptuous,volumptuous
wait,waite
want,mant
ward,whard
warlord,warloord
wasting,wadting
weaken,wicken
weird,wierd
what,whaaat
wimp,whimp
won't,wan't
writing,writting
yield,yeild
your,yor
